id,filename,label,gender,color,category
575,img (575).jpg,women white shirt,women,white,shirt
576,img (576).jpg,women yellow shirt,women,yellow,shirt
577,img (577).jpg,women pink shirt,women,pink,shirt
578,img (578).jpg,women black shirt,women,black,shirt
579,img (579).jpg,men gray shirt,men,gray,shirt
580,img (580).jpg,men white shoe,men,white,shoe
581,img (581).jpg,men white shoe,men,white,shoe
582,img (582).jpg,men gray shoe,men,gray,shoe
583,img (583).jpg,men white shoe,men,white,shoe
584,img (584).jpg,men black shoe,men,black,shoe
585,img (585).jpg,men black shoe,men,black,shoe
586,img (586).jpg,men black shoe,men,black,shoe
587,img (587).jpg,men white shoe,men,white,shoe
588,img (588).jpg,men blue pant,men,blue,pant
589,img (589).jpg,women pink shirt,women,pink,shirt
590,img (590).jpg,women pink shirt,women,pink,shirt
591,img (591).jpg,women pink shirt,women,pink,shirt
592,img (592).jpg,women pink shirt,women,pink,shirt
593,img (593).jpg,women pink shirt,women,pink,shirt
594,img (594).jpg,women pink shirt,women,pink,shirt
595,img (595).jpg,women pink shirt,women,pink,shirt
596,img (596).jpg,women pink shirt,women,pink,shirt
597,img (597).jpg,women pink shirt,women,pink,shirt
598,img (598).jpg,women pink shirt,women,pink,shirt
599,img (599).jpg,women pink shirt,women,pink,shirt
600,img (600).jpg,women pink shirt,women,pink,shirt
601,img (601).jpg,women pink shirt,women,pink,shirt
602,img (602).jpg,women pink shirt,women,pink,shirt
603,img (603).jpg,women pink shirt,women,pink,shirt
604,img (604).jpg,women pink shirt,women,pink,shirt
605,img (605).jpg,men pink shirt,men,pink,shirt
606,img (606).jpg,women pink shirt,women,pink,shirt
607,img (607).jpg,women pink shirt,women,pink,shirt
608,img (608).jpg,women pink shirt,women,pink,shirt
609,img (609).jpg,women pink shirt,women,pink,shirt
610,img (610).jpg,women pink pant,women,pink,pant
611,img (611).jpg,women pink shoe,women,pink,shoe
612,img (612).jpg,women pink shirt,women,pink,shirt
613,img (613).jpg,women pink shirt,women,pink,shirt
614,img (614).jpg,women pink shirt,women,pink,shirt
615,img (615).jpg,women pink shirt,women,pink,shirt
616,img (616).jpg,women pink shirt,women,pink,shirt
617,img (617).jpg,women pink shirt,women,pink,shirt
618,img (618).jpg,women pink shirt,women,pink,shirt
619,img (619).jpg,women pink pant,women,pink,pant
620,img (620).jpg,women pink shirt,women,pink,shirt
621,img (621).jpg,women pink shirt,women,pink,shirt
622,img (622).jpg,women pink shirt,women,pink,shirt
623,img (623).jpg,men pink shirt,men,pink,shirt
624,img (624).jpg,women pink shirt,women,pink,shirt
625,img (625).jpg,women pink shirt,women,pink,shirt
626,img (626).jpg,men pink shirt,men,pink,shirt
627,img (627).jpg,women pink shirt,women,pink,shirt
628,img (628).jpg,women pink shirt,women,pink,shirt
629,img (629).jpg,women pink shirt,women,pink,shirt
630,img (630).jpg,women pink shirt,women,pink,shirt
631,img (631).jpg,women pink shirt,women,pink,shirt
632,img (632).jpg,women pink shirt,women,pink,shirt
633,img (633).jpg,women pink shirt,women,pink,shirt
634,img (634).jpg,women pink shirt,women,pink,shirt
635,img (635).jpg,women pink shirt,women,pink,shirt
636,img (636).jpg,women pink shirt,women,pink,shirt
637,img (637).jpg,men pink shirt,men,pink,shirt
638,img (638).jpg,men pink shirt,men,pink,shirt
639,img (639).jpg,women pink shirt,women,pink,shirt
640,img (640).jpg,men pink shirt,men,pink,shirt
641,img (641).jpg,women pink shirt,women,pink,shirt
642,img (642).jpg,women pink shirt,women,pink,shirt
643,img (643).jpg,women pink shirt,women,pink,shirt
644,img (644).jpg,women pink shirt,women,pink,shirt
645,img (645).jpg,women pink shirt,women,pink,shirt
646,img (646).jpg,women pink shirt,women,pink,shirt
647,img (647).jpg,women pink shirt,women,pink,shirt
648,img (648).jpg,women pink shoe,women,pink,shoe
649,img (649).jpg,women pink shirt,women,pink,shirt
650,img (650).jpg,women pink shirt,women,pink,shirt
651,img (651).jpg,men pink shirt,men,pink,shirt
652,img (652).jpg,men pink shirt,men,pink,shirt
653,img (653).jpg,men pink shirt,men,pink,shirt
654,img (654).jpg,women pink shirt,women,pink,shirt
655,img (655).jpg,women pink shirt,women,pink,shirt
656,img (656).jpg,men pink shirt,men,pink,shirt
657,img (657).jpg,women pink pant,women,pink,pant
658,img (658).jpg,women pink shirt,women,pink,shirt
659,img (659).jpg,women pink shirt,women,pink,shirt
660,img (660).jpg,women pink shirt,women,pink,shirt
661,img (661).jpg,women pink shirt,women,pink,shirt
662,img (662).jpg,women pink pant,women,pink,pant
663,img (663).jpg,women pink shirt,women,pink,shirt
664,img (664).jpg,women pink shirt,women,pink,shirt
665,img (665).jpg,women pink shirt,women,pink,shirt
666,img (666).jpg,women pink pant,women,pink,pant
667,img (667).jpg,women pink shirt,women,pink,shirt
668,img (668).jpg,men pink shirt,men,pink,shirt
669,img (669).jpg,women pink shoe,women,pink,shoe
670,img (670).jpg,women pink shirt,women,pink,shirt
671,img (671).jpg,women pink shoe,women,pink,shoe
672,img (672).jpg,women pink shirt,women,pink,shirt
673,img (673).jpg,women pink shirt,women,pink,shirt
674,img (674).jpg,women pink pant,women,pink,pant
675,img (675).jpg,women pink shirt,women,pink,shirt
676,img (676).jpg,women pink shirt,women,pink,shirt
677,img (677).jpg,women pink shirt,women,pink,shirt
678,img (678).jpg,women pink pant,women,pink,pant
679,img (679).jpg,women pink pant,women,pink,pant
680,img (680).jpg,women pink shirt,women,pink,shirt
681,img (681).jpg,women pink shirt,women,pink,shirt
682,img (682).jpg,women pink shirt,women,pink,shirt
683,img (683).jpg,women pink shirt,women,pink,shirt
684,img (684).jpg,men green shoe,men,green,shoe
685,img (685).jpg,women red shirt,women,red,shirt
686,img (686).jpg,men red shirt,men,red,shirt
687,img (687).jpg,men red shoe,men,red,shoe
688,img (688).jpg,men red shoe,men,red,shoe
689,img (689).jpg,men red shirt,men,red,shirt
690,img (690).jpg,men red shirt,men,red,shirt
691,img (691).jpg,men red shirt,men,red,shirt
692,img (692).jpg,men red shoe,men,red,shoe
693,img (693).jpg,men red shirt,men,red,shirt
694,img (694).jpg,men red shirt,men,red,shirt
695,img (695).jpg,men red shirt,men,red,shirt
696,img (696).jpg,men red shirt,men,red,shirt
697,img (697).jpg,men red shirt,men,red,shirt
698,img (698).jpg,men red shirt,men,red,shirt
699,img (699).jpg,men red shirt,men,red,shirt
700,img (700).jpg,men red shirt,men,red,shirt
701,img (701).jpg,men red shirt,men,red,shirt
702,img (702).jpg,men red shirt,men,red,shirt
703,img (703).jpg,men red shirt,men,red,shirt
704,img (704).jpg,men red shirt,men,red,shirt
705,img (705).jpg,women pink shoe,women,pink,shoe
706,img (706).jpg,women red shoe,women,red,shoe
707,img (707).jpg,women red shirt,women,black,shoe
708,img (708).jpg,women red shirt,women,gray,shoe
709,img (709).jpg,women red shirt,men,pink,shirt
710,img (710).jpg,men red shirt,men,red,shirt
711,img (711).jpg,men red shirt,men,red,shirt
712,img (712).jpg,men red shirt,men,red,shirt
713,img (713).jpg,men red shirt,men,red,shirt
714,img (714).jpg,men red shirt,men,red,shirt
715,img (715).jpg,men red shirt,men,red,shirt
716,img (716).jpg,men red shirt,men,red,shirt
717,img (717).jpg,men red shirt,men,red,shirt
718,img (718).jpg,women yellow shoe,women,yellow,shoe
719,img (719).jpg,women black shoe,women,black,shoe
720,img (720).jpg,women blue shoe,women,blue,shoe
721,img (721).jpg,women gray shoe,women,gray,shoe
722,img (722).jpg,women red shoe,women,red,shoe
723,img (723).jpg,women black shoe,women,black,shoe
724,img (724).jpg,women blue shoe,women,blue,shoe
725,img (725).jpg,women black shoe,women,black,shoe
726,img (726).jpg,women brown shoe,women,brown,shoe
727,img (727).jpg,women black shoe,women,black,shoe
728,img (728).jpg,women brown shoe,women,brown,shoe
729,img (729).jpg,women black shoe,women,black,shoe
730,img (730).jpg,women brown shoe,women,brown,shoe
731,img (731).jpg,women red shoe,women,red,shoe
732,img (732).jpg,women black shoe,women,black,shoe
733,img (733).jpg,women red shoe,women,red,shoe
734,img (734).jpg,women gray shoe,women,gray,shoe
735,img (735).jpg,women black shoe,women,black,shoe
736,img (736).jpg,women brown shoe,women,brown,shoe
737,img (737).jpg,women black shoe,women,black,shoe
738,img (738).jpg,women brown shoe,women,brown,shoe
739,img (739).jpg,women gray shoe,women,gray,shoe
740,img (740).jpg,women gray shoe,women,gray,shoe
741,img (741).jpg,women brown shoe,women,brown,shoe
742,img (742).jpg,women red shoe,women,red,shoe
743,img (743).jpg,women yellow shoe,women,yellow,shoe
744,img (744).jpg,women black shoe,women,black,shoe
745,img (745).jpg,women black shoe,women,black,shoe
746,img (746).jpg,women yellow shoe,women,yellow,shoe
747,img (747).jpg,women black shoe,women,black,shoe
748,img (748).jpg,women black shoe,women,black,shoe
749,img (749).jpg,women yellow shoe,women,yellow,shoe
750,img (750).jpg,women black shoe,women,black,shoe
751,img (751).jpg,women red shirt,women,red,shirt
752,img (752).jpg,women red shirt,women,red,shirt
753,img (753).jpg,women red shirt,women,red,shirt
754,img (754).jpg,women red shoe,women,red,shoe
755,img (755).jpg,men red shirt,men,red,shirt
756,img (756).jpg,women red shoe,women,red,shoe
757,img (757).jpg,women blue shoe,women,blue,shoe
758,img (758).jpg,women orange shoe,women,orange,shoe
759,img (759).jpg,women yellow shoe,women,yellow,shoe
760,img (760).jpg,women orange shoe,women,orange,shoe
761,img (761).jpg,women black shoe,women,black,shoe
762,img (762).jpg,women pink shoe,women,pink,shoe
763,img (763).jpg,women brown shoe,women,brown,shoe
764,img (764).jpg,women green shoe,women,green,shoe
765,img (765).jpg,women blue shoe,women,blue,shoe
766,img (766).jpg,women purple shoe,women,purple,shoe
767,img (767).jpg,women black shoe,women,black,shoe
768,img (768).jpg,women brown shoe,women,brown,shoe
769,img (769).jpg,women red shoe,women,red,shoe
770,img (770).jpg,women red shoe,women,red,shoe
771,img (771).jpg,women pink shoe,women,pink,shoe
772,img (772).jpg,women pink shoe,women,pink,shoe
773,img (773).jpg,women white shoe,women,white,shoe
774,img (774).jpg,women white shirt,women,white,shirt
775,img (775).jpg,women white shirt,women,white,shirt
776,img (776).jpg,women pink shirt,women,pink,shirt
777,img (777).jpg,women green shirt,women,green,shirt
778,img (778).jpg,women white shirt,women,white,shirt
779,img (779).jpg,women white shirt,women,white,shirt
780,img (780).jpg,women red shirt,women,red,shirt
781,img (781).jpg,men red shirt,men,red,shirt
782,img (782).jpg,men red pant,men,red,pant
783,img (783).jpg,women pink shoe,women,pink,shoe
784,img (784).jpg,men red shirt,men,red,shirt
785,img (785).jpg,men red shirt,men,red,shirt
786,img (786).jpg,men red shirt,men,red,shirt
787,img (787).jpg,men red shirt,men,red,shirt
788,img (788).jpg,men red shirt,men,red,shirt
789,img (789).jpg,men red shirt,men,red,shirt
790,img (790).jpg,men red shirt,men,red,shirt
791,img (791).jpg,men red shirt,men,red,shirt
792,img (792).jpg,women red shirt,women,red,shirt
793,img (793).jpg,women red shirt,women,red,shirt
794,img (794).jpg,men red shirt,men,red,shirt
795,img (795).jpg,men red shirt,men,red,shirt
796,img (796).jpg,men red shirt,men,red,shirt
797,img (797).jpg,men red shirt,men,red,shirt
798,img (798).jpg,women red shirt,women,red,shirt
799,img (799).jpg,women red shirt,women,red,shirt
800,img (800).jpg,women red shirt,women,red,shirt
801,img (801).jpg,women red shoe,women,red,shoe
802,img (802).jpg,men red shirt,men,red,shirt
803,img (803).jpg,women black shoe,women,black,shoe
804,img (804).jpg,women black shoe,women,black,shoe
805,img (805).jpg,women brown shoe,women,brown,shoe
806,img (806).jpg,women black shoe,women,black,shoe
807,img (807).jpg,women orange shoe,women,orange,shoe
808,img (808).jpg,women red shoe,women,red,shoe
809,img (809).jpg,women blue shoe,women,blue,shoe
810,img (810).jpg,women blue shoe,women,blue,shoe
811,img (811).jpg,women black shoe,women,black,shoe
812,img (812).jpg,women black shoe,women,black,shoe
813,img (813).jpg,women brown shoe,women,brown,shoe
814,img (814).jpg,men red shoe,men,red,shoe
815,img (815).jpg,women brown shoe,women,brown,shoe
816,img (816).jpg,women brown shoe,women,brown,shoe
817,img (817).jpg,women brown shoe,women,brown,shoe
818,img (818).jpg,women brown shoe,women,brown,shoe
819,img (819).jpg,women white shoe,women,white,shoe
820,img (820).jpg,women white shoe,women,white,shoe
821,img (821).jpg,women white shoe,women,white,shoe
822,img (822).jpg,women red shoe,women,red,shoe
823,img (823).jpg,women brown shoe,women,brown,shoe
824,img (824).jpg,women white shoe,women,white,shoe
825,img (825).jpg,women white shoe,women,white,shoe
826,img (826).jpg,women brown shoe,women,brown,shoe
827,img (827).jpg,women brown shoe,women,brown,shoe
828,img (828).jpg,women pink shoe,women,pink,shoe
829,img (829).jpg,women brown shoe,women,brown,shoe
830,img (830).jpg,women brown shoe,women,brown,shoe
831,img (831).jpg,women black shoe,women,black,shoe
832,img (832).jpg,women white shoe,women,white,shoe
833,img (833).jpg,women black shoe,women,black,shoe
834,img (834).jpg,women red shoe,women,red,shoe
835,img (835).jpg,women white shoe,women,white,shoe
836,img (836).jpg,women white shoe,women,white,shoe
837,img (837).jpg,women black shoe,women,black,shoe
838,img (838).jpg,women brown shoe,women,brown,shoe
839,img (839).jpg,women black shoe,women,black,shoe
840,img (840).jpg,women white shoe,women,white,shoe
841,img (841).jpg,women black shoe,women,black,shoe
842,img (842).jpg,women black shoe,women,black,shoe
843,img (843).jpg,women black shoe,women,black,shoe
844,img (844).jpg,women black shoe,women,black,shoe
845,img (845).jpg,women brown shoe,women,brown,shoe
846,img (846).jpg,women brown shoe,women,brown,shoe
847,img (847).jpg,women brown shoe,women,brown,shoe
848,img (848).jpg,women brown shoe,women,brown,shoe
849,img (849).jpg,women brown shoe,women,brown,shoe
850,img (850).jpg,women brown shoe,women,brown,shoe
851,img (851).jpg,women brown shoe,women,brown,shoe
852,img (852).jpg,women brown shoe,women,brown,shoe
853,img (853).jpg,women brown shoe,women,brown,shoe
854,img (854).jpg,women brown shoe,women,brown,shoe
855,img (855).jpg,women brown shoe,women,brown,shoe
856,img (856).jpg,women brown shoe,women,brown,shoe
857,img (857).jpg,women brown shoe,women,brown,shoe
858,img (858).jpg,women brown shoe,women,brown,shoe
859,img (859).jpg,women brown shoe,women,brown,shoe
860,img (860).jpg,women brown shoe,women,brown,shoe
861,img (861).jpg,women brown shoe,women,brown,shoe
862,img (862).jpg,women brown shoe,women,brown,shoe
863,img (863).jpg,women red shoe,women,red,shoe
864,img (864).jpg,women green shoe,women,green,shoe
865,img (865).jpg,women brown shoe,women,brown,shoe
866,img (866).jpg,women white shoe,women,white,shoe
867,img (867).jpg,women black shoe,women,black,shoe
868,img (868).jpg,women blue shoe,women,blue,shoe
869,img (869).jpg,women purple shoe,women,purple,shoe
870,img (870).jpg,women white shoe,women,white,shoe
871,img (871).jpg,women white shoe,women,white,shoe
872,img (872).jpg,women black shoe,women,black,shoe
873,img (873).jpg,women black shoe,women,black,shoe
874,img (874).jpg,women brown shoe,women,brown,shoe
875,img (875).jpg,women white shoe,women,white,shoe
876,img (876).jpg,women yellow shoe,women,yellow,shoe
877,img (877).jpg,women white shoe,women,white,shoe
878,img (878).jpg,women white shoe,women,white,shoe
879,img (879).jpg,women white shoe,women,white,shoe
880,img (880).jpg,women white shoe,women,white,shoe
881,img (881).jpg,women pink shoe,women,pink,shoe
882,img (882).jpg,women purple shoe,women,purple,shoe
883,img (883).jpg,women red shoe,women,red,shoe
884,img (884).jpg,women yellow shoe,women,yellow,shoe
885,img (885).jpg,women brown shoe,women,brown,shoe
886,img (886).jpg,women black shoe,women,black,shoe
887,img (887).jpg,women brown shoe,women,brown,shoe
888,img (888).jpg,women pink shoe,women,pink,shoe
889,img (889).jpg,women brown shoe,women,brown,shoe
890,img (890).jpg,women brown shoe,women,brown,shoe
891,img (891).jpg,women brown shoe,women,brown,shoe
892,img (892).jpg,women brown shoe,women,brown,shoe
893,img (893).jpg,women brown shoe,women,brown,shoe
894,img (894).jpg,women brown shoe,women,brown,shoe
895,img (895).jpg,women brown shoe,women,brown,shoe
896,img (896).jpg,women brown shoe,women,brown,shoe
897,img (897).jpg,women brown shoe,women,brown,shoe
898,img (898).jpg,women brown shoe,women,brown,shoe
899,img (899).jpg,women brown shoe,women,brown,shoe
900,img (900).jpg,women brown shoe,women,brown,shoe
901,img (901).jpg,women pink shoe,women,pink,shoe
902,img (902).jpg,women black shoe,women,black,shoe
903,img (903).jpg,women purple shoe,women,purple,shoe
904,img (904).jpg,women pink shoe,women,pink,shoe
905,img (905).jpg,women brown shoe,women,brown,shoe
906,img (906).jpg,women red shoe,women,red,shoe
907,img (907).jpg,women orange shoe,women,orange,shoe
908,img (908).jpg,women pink shoe,women,pink,shoe
909,img (909).jpg,women red shoe,women,red,shoe
910,img (910).jpg,women yellow shoe,women,yellow,shoe
911,img (911).jpg,women black shoe,women,black,shoe
912,img (912).jpg,women yellow shoe,women,yellow,shoe
913,img (913).jpg,women brown shoe,women,brown,shoe
914,img (914).jpg,women white shoe,women,white,shoe
915,img (915).jpg,women black shoe,women,black,shoe
916,img (916).jpg,women brown shoe,women,brown,shoe
917,img (917).jpg,women brown shoe,women,brown,shoe
918,img (918).jpg,women brown shoe,women,brown,shoe
919,img (919).jpg,women red shoe,men,red,shirt
920,img (920).jpg,women black shoe,women,black,shoe
921,img (921).jpg,women white shoe,women,white,shoe
922,img (922).jpg,women red shoe,women,red,shoe
923,img (923).jpg,women green shoe,women,green,shoe
924,img (924).jpg,women white shoe,women,white,shoe
925,img (925).jpg,women black shoe,women,black,shoe
926,img (926).jpg,women gray shoe,women,gray,shoe
927,img (927).jpg,women black shoe,women,black,shoe
928,img (928).jpg,women white shoe,women,white,shoe
929,img (929).jpg,women black shoe,women,black,shoe
930,img (930).jpg,women black shoe,women,black,shoe
931,img (931).jpg,women brown shoe,women,brown,shoe
932,img (932).jpg,women brown shoe,women,brown,shoe
933,img (933).jpg,women gray shoe,women,gray,shoe
934,img (934).jpg,women gray shoe,women,gray,shoe
935,img (935).jpg,women brown shoe,women,brown,shoe
936,img (936).jpg,women black shoe,women,black,shoe
937,img (937).jpg,women black shoe,women,black,shoe
938,img (938).jpg,women orange shoe,women,orange,shoe
939,img (939).jpg,women brown shoe,women,brown,shoe
940,img (940).jpg,women brown shoe,women,brown,shoe
941,img (941).jpg,women black shoe,women,black,shoe
942,img (942).jpg,women gray shoe,women,gray,shoe
943,img (943).jpg,women brown shoe,women,brown,shoe
944,img (944).jpg,women black shoe,women,black,shoe
945,img (945).jpg,women black shoe,women,black,shoe
946,img (946).jpg,women blue shoe,women,blue,shoe
947,img (947).jpg,women blue shoe,women,blue,shoe
948,img (948).jpg,women red shoe,women,red,shoe
949,img (949).jpg,women gray shoe,women,gray,shoe
950,img (950).jpg,women red shoe,women,red,shoe
951,img (951).jpg,women red shoe,women,red,shoe
952,img (952).jpg,women purple shoe,women,purple,shoe
953,img (953).jpg,women red shoe,women,red,shoe
954,img (954).jpg,women gray shoe,women,gray,shoe
955,img (955).jpg,women brown shoe,women,brown,shoe
956,img (956).jpg,women blue shoe,women,blue,shoe
957,img (957).jpg,women gray shoe,women,gray,shoe
958,img (958).jpg,women black shoe,women,black,shoe
959,img (959).jpg,women blue shoe,women,blue,shoe
960,img (960).jpg,women gray shoe,women,gray,shoe
961,img (961).jpg,women blue shoe,women,blue,shoe
962,img (962).jpg,women black shoe,women,black,shoe
963,img (963).jpg,women black shoe,women,black,shoe
964,img (964).jpg,women blue shoe,women,blue,shoe
965,img (965).jpg,women red shoe,women,red,shoe
966,img (966).jpg,women blue shoe,women,blue,shoe
967,img (967).jpg,women red shoe,women,red,shoe
968,img (968).jpg,women brown shirt,women,brown,shirt
969,img (969).jpg,women brown shirt,women,brown,shirt
970,img (970).jpg,women brown shirt,women,brown,shirt
971,img (971).jpg,women brown shirt,women,brown,shirt
972,img (972).jpg,women brown shirt,women,brown,shirt
973,img (973).jpg,women brown shirt,women,brown,shirt
974,img (974).jpg,men brown shirt,men,brown,shirt
975,img (975).jpg,men brown shirt,men,brown,shirt
976,img (976).jpg,men brown shirt,men,brown,shirt
977,img (977).jpg,men brown shirt,men,brown,shirt
978,img (978).jpg,men brown shirt,men,brown,shirt
979,img (979).jpg,men brown shirt,men,brown,shirt
980,img (980).jpg,men blue pant,men,blue,pant
981,img (981).jpg,women gray shirt,women,gray,shirt
982,img (982).jpg,men black shoe,men,black,shoe
983,img (983).jpg,men white shirt,men,white,shirt
984,img (984).jpg,men blue pant,men,blue,pant
985,img (985).jpg,women gray shoe,women,gray,shoe
986,img (986).jpg,women green pant,women,green,pant
987,img (987).jpg,men green shirt,men,green,shirt
988,img (988).jpg,women yellow shirt,women,yellow,shirt
989,img (989).jpg,men green shoe,men,green,shoe
990,img (990).jpg,men blue shoe,men,blue,shoe
991,img (991).jpg,men gray shoe,men,gray,shoe
992,img (992).jpg,women black shoe,women,black,shoe
993,img (993).jpg,men blue shirt,men,blue,shirt
994,img (994).jpg,men orange pant,men,orange,pant
995,img (995).jpg,women black shirt,women,black,shirt
996,img (996).jpg,men green shirt,men,green,shirt
997,img (997).jpg,women black pant,women,black,pant
998,img (998).jpg,women yellow shirt,women,yellow,shirt
999,img (999).jpg,men gray pant,men,gray,pant
1000,img (1000).jpg,men black shoe,men,black,shoe
1001,img (1001).jpg,women white shoe,women,white,shoe
1002,img (1002).jpg,men brown shirt,men,brown,shirt
1003,img (1003).jpg,men green shirt,men,green,shirt
1004,img (1004).jpg,women white shoe,women,white,shoe
1005,img (1005).jpg,women gray pant,women,gray,pant
1006,img (1006).jpg,women yellow pant,women,yellow,pant
1007,img (1007).jpg,men black shoe,men,black,shoe
1008,img (1008).jpg,women brown pant,women,brown,pant
1009,img (1009).jpg,women white pant,women,white,pant
1010,img (1010).jpg,men blue shirt,men,blue,shirt
1011,img (1011).jpg,women black pant,women,black,pant
1012,img (1012).jpg,women blue pant,women,blue,pant
1013,img (1013).jpg,women blue shoe,women,blue,shoe
1014,img (1014).jpg,women red shirt,women,red,shirt
1015,img (1015).jpg,men black shoe,men,black,shoe
1016,img (1016).jpg,men white shirt,men,white,shirt
1017,img (1017).jpg,men white shoe,men,white,shoe
1018,img (1018).jpg,men brown shoe,men,brown,shoe
1019,img (1019).jpg,women blue shirt,women,blue,shirt
