filename,gender,color,category
img (858).jpg,women,brown,shoe
img (859).jpg,women,brown,shoe
img (860).jpg,women,brown,shoe
img (861).jpg,women,brown,shoe
img (862).jpg,women,brown,shoe
img (863).jpg,women,red,shoe
img (864).jpg,women,green,shoe
img (865).jpg,women,brown,shoe
img (866).jpg,women,white,shoe
img (867).jpg,women,black,shoe
img (868).jpg,women,blue,shoe
img (869).jpg,women,purple,shoe
img (870).jpg,women,white,shoe
img (871).jpg,women,white,shoe
img (872).jpg,women,black,shoe
img (873).jpg,women,black,shoe
img (874).jpg,women,brown,shoe
img (875).jpg,women,white,shoe
img (876).jpg,women,yellow,shoe
img (877).jpg,women,white,shoe
img (878).jpg,women,white,shoe
img (879).jpg,women,white,shoe
img (880).jpg,women,white,shoe
img (881).jpg,women,pink,shoe
img (882).jpg,women,purple,shoe
img (883).jpg,women,red,shoe
img (884).jpg,women,yellow,shoe
img (885).jpg,women,brown,shoe
img (886).jpg,women,black,shoe
img (887).jpg,women,brown,shoe
img (888).jpg,women,pink,shoe
img (889).jpg,women,brown,shoe
img (890).jpg,women,brown,shoe
img (891).jpg,women,brown,shoe
img (892).jpg,women,brown,shoe
img (893).jpg,women,brown,shoe
img (894).jpg,women,brown,shoe
img (895).jpg,women,brown,shoe
img (896).jpg,women,brown,shoe
img (897).jpg,women,brown,shoe
img (898).jpg,women,brown,shoe
img (899).jpg,women,brown,shoe
img (900).jpg,women,brown,shoe
img (901).jpg,women,pink,shoe
img (902).jpg,women,black,shoe
img (903).jpg,women,purple,shoe
img (904).jpg,women,pink,shoe
img (905).jpg,women,brown,shoe
img (906).jpg,women,red,shoe
img (907).jpg,women,orange,shoe
img (908).jpg,women,pink,shoe
img (909).jpg,women,red,shoe
img (910).jpg,women,yellow,shoe
img (911).jpg,women,black,shoe
img (912).jpg,women,yellow,shoe
img (913).jpg,women,brown,shoe
img (914).jpg,women,white,shoe
img (915).jpg,women,black,shoe
img (916).jpg,women,brown,shoe
img (917).jpg,women,brown,shoe
img (918).jpg,women,brown,shoe
img (919).jpg,men,red,shirt
img (920).jpg,women,black,shoe
img (921).jpg,women,white,shoe
img (922).jpg,women,red,shoe
img (923).jpg,women,green,shoe
img (924).jpg,women,white,shoe
img (925).jpg,women,black,shoe
img (926).jpg,women,gray,shoe
img (927).jpg,women,black,shoe
img (928).jpg,women,white,shoe
img (929).jpg,women,black,shoe
img (930).jpg,women,black,shoe
img (931).jpg,women,brown,shoe
img (932).jpg,women,brown,shoe
img (933).jpg,women,gray,shoe
img (934).jpg,women,gray,shoe
img (935).jpg,women,brown,shoe
img (936).jpg,women,black,shoe
img (937).jpg,women,black,shoe
img (938).jpg,women,orange,shoe
img (939).jpg,women,brown,shoe
img (940).jpg,women,brown,shoe
img (941).jpg,women,black,shoe
img (942).jpg,women,gray,shoe
img (943).jpg,women,brown,shoe
img (944).jpg,women,black,shoe
img (945).jpg,women,black,shoe
img (946).jpg,women,blue,shoe
img (947).jpg,women,blue,shoe
img (948).jpg,women,red,shoe
img (949).jpg,women,gray,shoe
img (950).jpg,women,red,shoe
img (951).jpg,women,red,shoe
img (952).jpg,women,purple,shoe
img (953).jpg,women,red,shoe
img (954).jpg,women,gray,shoe
img (955).jpg,women,brown,shoe
img (956).jpg,women,blue,shoe
img (957).jpg,women,gray,shoe
img (958).jpg,women,black,shoe
img (959).jpg,women,blue,shoe
img (960).jpg,women,gray,shoe
img (961).jpg,women,blue,shoe
img (962).jpg,women,black,shoe
img (963).jpg,women,black,shoe
img (964).jpg,women,blue,shoe
img (965).jpg,women,red,shoe
img (966).jpg,women,blue,shoe
img (967).jpg,women,red,shoe
img (968).jpg,women,brown,shirt
img (969).jpg,women,brown,shirt
img (970).jpg,women,brown,shirt
img (971).jpg,women,brown,shirt
img (972).jpg,women,brown,shirt
img (973).jpg,women,brown,shirt
img (974).jpg,men,brown,shirt
img (975).jpg,men,brown,shirt
img (976).jpg,men,brown,shirt
img (977).jpg,men,brown,shirt
img (978).jpg,men,brown,shirt
img (979).jpg,men,brown,shirt
img (980).jpg,men,blue,pant
img (981).jpg,women,gray,shirt
img (982).jpg,men,black,shoe
img (983).jpg,men,white,shirt
img (984).jpg,men,blue,pant
img (985).jpg,women,gray,shoe
img (986).jpg,women,green,pant
img (987).jpg,men,green,shirt
img (988).jpg,women,yellow,shirt
img (989).jpg,men,green,shoe
img (990).jpg,men,blue,shoe
img (991).jpg,men,gray,shoe
img (992).jpg,women,black,shoe
img (993).jpg,men,blue,shirt
img (994).jpg,men,orange,pant
img (995).jpg,women,black,shirt
img (996).jpg,men,green,shirt
img (997).jpg,women,black,pant
img (998).jpg,women,yellow,shirt
img (999).jpg,men,gray,pant
img (1000).jpg,men,black,shoe
img (1001).jpg,women,white,shoe
img (1002).jpg,men,brown,shirt
img (1003).jpg,men,green,shirt
img (1004).jpg,women,white,shoe
img (1005).jpg,women,gray,pant
img (1006).jpg,women,yellow,pant
img (1007).jpg,men,black,shoe
img (1008).jpg,women,brown,pant
img (1009).jpg,women,white,pant
img (1010).jpg,men,blue,shirt
img (1011).jpg,women,black,pant
img (1012).jpg,women,blue,pant
img (1013).jpg,women,blue,shoe
img (1014).jpg,women,red,shirt
img (1015).jpg,men,black,shoe
img (1016).jpg,men,white,shirt
img (1017).jpg,men,white,shoe
img (1018).jpg,men,brown,shoe
img (1019).jpg,women,blue,shirt
